,name,rating,sub_region,year,"price, kr.",light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,kompas,kompas2
693,Etna Calderara Sottana Rosso ,4.1,Etna,2015,399 ,0.723814,0.419752,0.214795,0.319894,Tenuta delle Terre Nere,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
694,La Tartufaia Barolo ,3.9,Barolo,2015,399 ,0.583555,0.772551,0.037833500000000006,0.802931,Giulia Negri,semi bold,tannic,dry,acidic,Piemonte,North,North-west
695,Romeo & Juliet Passione e Sentimento Passimento Rosso ,3.9,Veneto,2015,85.30 ,0.6265949999999999,0.318106,0.20258299999999999,0.206217,Famiglia Pasqua,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
696,Feudo Etna Rosso ,4.1,Etna,2015,360.58 ,0.707972,0.436738,0.203224,0.363062,Girolamo Russo,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
697,Barbaresco Vanotu ,4.1,Barbaresco,2015,790.46 ,0.6022529999999999,0.671014,0.0558953,0.8103830000000001,Pelissero,semi bold,tannic,dry,acidic,Piemonte,North,North-west
698,Conte Gastone Amarone della Valpolicella ,4.1,Amarone della Valpolicella,2015,369 ,0.790723,0.202947,0.44079999999999997,0.236648,Massimago,bold,smooth,sweet,semi soft,Veneto,North,North-east
699,Monferrato Rosso ,3.7,Monferrato,2015,365 ,0.6319070000000001,0.355696,0.10280900000000001,0.167938,Cascina d'Or,semi bold,semi smooth,dry,soft,Piemonte,North,North-west
700,Barbera D'Alba Tulin ,4.1,Barbera d'Alba,2015,208.56 ,0.6712220000000001,0.421271,0.12195299999999999,0.24688600000000002,Pelissero,semi bold,semi smooth,dry,semi soft,Piemonte,North,North-west
701,Sogni e Follia Rosso di Montalcino ,4.0,Rosso di Montalcino,2015,195 ,0.423451,0.40508099999999997,0.008923300000000002,0.467699,Podere le Ripi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
702,I Tre Borri Toscana Rosso ,4.3,Toscana,2015,219.14 ,0.469515,0.450199,0.0,0.40279899999999996,Corzano e Paterno,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
703,Why Not? Negroamaro - Zinfandel ,3.8,Salento,2015,69.95 ,0.772273,0.346267,0.359846,0.215946,Contri,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
704,Korem Isola dei Nuraghi ,4.2,Isola dei Nuraghi,2015,166.25 ,0.808125,0.403322,0.252834,0.25642499999999996,Argiolas,bold,semi smooth,semi dry,semi soft,Sardegna,West,West
705,Rocche di Castiglione Barolo ,4.3,Barolo,2015,599 ,0.608098,0.702742,0.028602800000000005,0.7964669999999999,Brovia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
706,Cirò Rosso Classico ,3.7,Cirò,2015,70 ,0.772425,0.38837499999999997,0.194141,0.24590199999999998,Tenuta Iuzzolini,bold,semi smooth,semi dry,semi soft,Calabria,South,South-west
707,Brea Vigna Ca'Mia Barolo ,4.3,Barolo,2015,599 ,0.587311,0.792637,0.045815299999999996,0.7975660000000001,Brovia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
708,Perpiero ,4.7,Toscana,2015,631.83 ,0.551863,0.48635300000000004,0.04199039999999999,0.45781799999999995,Tenuta Moraia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
709,Regret Langhe Nebbiolo ,3.4,Langhe,2015,148 ,0.593746,0.77278,0.014974199999999995,0.790414,Monchiero Carbone,semi bold,tannic,dry,acidic,Piemonte,North,North-west
710,Petit Verdot Toscana ,4.1,Toscana,2015,579.50 ,0.478754,0.475073,0.134997,0.463497,Podere San Cristoforo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
711,Dimezzo ,4.4,Colli Berici,2015,225 ,0.6946049999999999,0.484553,0.0201842,0.191368,Punto Zero,bold,semi tannic,dry,soft,Veneto,North,North-east
712,Terra Damia Rosso ,4.2,Calabria,2015,109.49 ,0.825,0.353682,0.34232799999999997,0.172328,Odoardi,bold,semi smooth,semi sweet,soft,Calabria,South,South-west
713,Barbera del Monferrato ,3.7,Barbera del Monferrato,2015,73 ,0.548005,0.177652,0.0567929,0.6485609999999999,Luigi Tacchino,semi bold,smooth,dry,acidic,Piemonte,North,North-west
714,Kreda ,4.2,Veneto,2015,256.98 ,0.682265,0.381539,0.212288,0.1978,De Stefani,bold,semi smooth,semi dry,soft,Veneto,North,North-east
715,Elegia Primitivo di Manduria Riserva ,4.3,Primitivo di Manduria,2015,199 ,0.651633,0.252737,0.43048499999999995,0.13205,Produttori Vini Manduria,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
716,Mazzamurello Montepulciano d'Abruzzo ,4.2,Montepulciano d'Abruzzo,2015,185.47 ,0.47313000000000005,0.38919,0.142612,0.6455960000000001,Torre dei Beati,semi light,semi smooth,dry,acidic,Abruzzo,East,East
717,Primitivo Appassimento ,4.2,Puglia,2015,125 ,0.67581,0.205932,0.507575,0.104294,Ronco di Sassi,semi bold,smooth,sweet,soft,Puglia,East,South-east
718,Nerìo Riserva  Negroamaro - Malvasia Nera ,4.1,Nardò,2015,85.58 ,0.825,0.382992,0.335281,0.2409,Schola Sarmenti,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
719,Vigna dei Romani Barbera d'Alba ,4.3,Barbera d'Alba,2015,275 ,0.574782,0.24035299999999998,0.125045,0.587883,Enzo Boglietti,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
720,Passo Paleoli Primitivo ,3.6,Puglia,2015,105 ,0.5193180000000001,0.15701299999999999,0.35464300000000004,0.0665909,Botter,semi light,smooth,semi sweet,soft,Puglia,East,South-east
721,Barbera d'Alba Morassina ,3.7,Barbera d'Alba,2015,175 ,0.548831,0.227528,0.04353989999999999,0.613337,Giuseppe Cortese,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
722,Sanfirenze Chianti Superiore ,3.5,Chianti,2015,147.21 ,0.42446599999999995,0.6694140000000001,0.0,0.6645,Sammontana,semi light,tannic,dry,acidic,Toscana,North,North-west
723,Plumbago Nero d'Avola Sicilia ,3.5,Sicilia,2015,179 ,0.793425,0.38453200000000004,0.2397,0.270184,Planeta,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
724,Carolina Marengo ,4.0,Sicilia,2015,108.53 ,0.791846,0.402395,0.260494,0.268455,Feudi del Pisciotto,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
725,Montepulciano d'Abruzzo (Il Vino dal Tralcetto Riserva) ,3.9,Montepulciano d'Abruzzo,2015,62.93 ,0.31398699999999996,0.36553199999999997,0.0101497,0.6215609999999999,Cantina Zaccagnini,light,semi smooth,dry,acidic,Abruzzo,East,East
726,Baglio al Sole Cabernet Sauvignon ,3.8,Sicilia,2015,82.14 ,0.825,0.462226,0.212258,0.307032,Villa Degli Olmi,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
727,Isole del Vento  Nero di Troia ,3.7,Puglia,2015,35.69 ,0.825,0.509286,0.20464300000000002,0.15,Castello dei Conti,bold,semi tannic,semi dry,soft,Puglia,East,South-east
728,Firmus Amarone della Valpolicella Classico ,4.1,Amarone della Valpolicella Classico,2015,266.96 ,0.757072,0.248643,0.393984,0.236263,Spada,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
729,Montestefano Barbaresco ,4.0,Barbaresco,2015,799 ,0.589936,0.664746,0.0,0.825,Rivella Silvia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
730,Le Volte ,3.9,Toscana,2015,225 ,0.45043700000000003,0.36972299999999997,0.0367349,0.421331,Ornellaia,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
731,Barolo Aeroplan Servaj ,4.4,Barolo,2015,699 ,0.62568,0.768304,0.120355,0.8152339999999999,Domenico Clerico,semi bold,tannic,dry,acidic,Piemonte,North,North-west
732,Toscana Poggio Ai Merli ,4.1,Toscana,2015,599 ,0.535537,0.42235300000000003,0.10839499999999999,0.423924,Castellare,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
733,Fontanin Barolo ,4.1,Barolo,2015,260.70 ,0.531398,0.68415,0.0,0.8040550000000001,Livia Fontana,semi bold,tannic,dry,acidic,Piemonte,North,North-west
734,Organic Primitivo ,4.2,Salento,2015,109.48 ,0.657016,0.145458,0.38704099999999997,0.0700027,Terre di Faiano,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
735,Nardo Toscana ,4.4,Toscana,2015,669.63 ,0.485717,0.44276400000000005,0.21012799999999998,0.43127099999999996,Montepeloso,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
736,Vino Sbagliato Sforzato di Valtellina ,4.5,Sforzato della Valtellina,2015,528.10 ,0.6870820000000001,0.7626959999999999,0.15075500000000003,0.742359,Dirupi,bold,tannic,semi dry,acidic,Lombardia,North,North
737,Il Passo Nerello Mascalese - Nero d'Avola ,3.9,Terre Siciliane,2015,66.41 ,0.825,0.34720300000000004,0.282536,0.21411999999999998,Zabu,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
738,Surani Costarossa Primitivo di Manduria ,3.9,Primitivo di Manduria,2015,72.46 ,0.64341,0.18300999999999998,0.38886200000000004,0.094719,Tommasi,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
739,Sapaio Bolgheri Volpolo ,3.9,Bolgheri,2015,187 ,0.650774,0.681834,0.0324694,0.520429,Podere Sapaio,semi bold,tannic,dry,semi acidic,Toscana,North,North-west
740,Pepe Nero Salento Rosso ,3.7,Salento,2015,79 ,0.825,0.379236,0.33466799999999997,0.181736,Cignomoro,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
741,Passo del Sud Appassimento ,4.2,Puglia,2015,65 ,0.8212200000000002,0.34367600000000004,0.352515,0.194009,Tagaro,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
742,Brindisi ,3.4,Brindisi,2015,79 ,0.825,0.37875,0.14875,0.175,Grifone,bold,semi smooth,semi dry,soft,Puglia,East,South-east
743,Dedicato a Walter Bolgheri Superiore ,4.5,Bolgheri Superiore,2015,754.69 ,0.498976,0.40517600000000004,0.09697599999999999,0.414086,Poggio Al Tesoro,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
744,Aziano Chianti Classico ,3.5,Chianti,2015,101.41 ,0.406351,0.518261,0.0,0.6350910000000001,Ruffino,semi light,semi tannic,dry,acidic,Toscana,North,North-west
745,Il Torriano Gran Selezione Chianti Classico ,4.6,Chianti Classico,2015,390.62 ,0.540566,0.618711,0.0,0.699371,La Sala,semi bold,semi tannic,dry,acidic,Toscana,North,North-west
746,Barolo Monvigliero ,4.5,Barolo,2015,2044.63 ,0.486785,0.691627,0.095137,0.793247,Comm. G.B. Burlotto,semi light,tannic,dry,acidic,Piemonte,North,North-west
747,Vino Nobile di Montepulciano Costa Grande ,4.4,Vino Nobile di Montepulciano,2015,327.74 ,0.561887,0.571615,0.0037451999999999997,0.617724,Boscarelli,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
748,Selezione Luigi Guarini Primitivo di Manduria ,3.9,Primitivo di Manduria,2015,59.51 ,0.5995539999999999,0.265197,0.351421,0.175234,Azienda Vinicola Losito e Guarini,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
749,Barolo Bricco Gattera ,4.5,Barolo,2015,679 ,0.563971,0.7219840000000001,0.07805,0.799271,Cordero di Montezemolo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
750,Terra del Varo Irpinia Aglianico ,3.7,Irpinia,2015,109 ,0.786491,0.363256,0.216959,0.226817,Cavalier Pepe,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
751,Lamùri Nero d'Avola Regaleali ,3.9,Terre Siciliane,2015,64.95 ,0.797589,0.364883,0.22998200000000002,0.24835200000000002,Tasca d'Almerita,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
752,Monti Garbi Valpolicella Ripasso Superiore ,3.8,Valpolicella Ripasso,2015,149 ,0.640522,0.35661000000000004,0.26926500000000003,0.21116900000000002,Tenuta Sant'Antonio,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
753,Pegrandi Amarone della Valpolicella Classico ,4.4,Amarone della Valpolicella Classico,2015,263.68 ,0.825,0.203104,0.503348,0.217211,Vaona,bold,smooth,sweet,semi soft,Veneto,North,North-east
754,Chianti Riserva ,4.0,Chianti,2015,99 ,0.433861,0.571115,0.079316,0.579569,Il Palazzo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
755,Barolo Conca ,4.5,Barolo,2015,510.23 ,0.6413030000000001,0.761886,0.0730143,0.807594,Mauro Molino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
756,Alàuda ,4.5,Toscana,2015,294.26 ,0.533673,0.379584,0.17935800000000002,0.41814999999999997,Ruffino,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
757,Il Frappato Sicilia ,4.1,Terre Siciliane,2015,192.92 ,0.7083929999999999,0.40689100000000006,0.213321,0.33254,Occhipinti,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
758,Coste di Moro Montepulciano d'Abruzzo ,3.8,Montepulciano d'Abruzzo,2015,124.31 ,0.346979,0.353966,0.16508299999999998,0.601878,Lunaria,light,semi smooth,semi dry,semi acidic,Abruzzo,East,East
759,Ochetti Nebbiolo ,4.1,Langhe,2015,126.63 ,0.595345,0.7360080000000001,0.0,0.821355,Renato Ratti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
760,Patres Barolo ,4.0,Barolo,2015,149 ,0.6216729999999999,0.765987,0.0,0.825,San Silvestro,semi bold,tannic,dry,acidic,Piemonte,North,North-west
761,Jorio Montepulciano d'Abruzzo ,3.6,Montepulciano d'Abruzzo,2015,94.30 ,0.335049,0.373361,0.009705599999999998,0.6059709999999999,Umani Ronchi,light,semi smooth,dry,semi acidic,Abruzzo,East,East
762,Invetro ,3.8,Toscana,2015,102.38 ,0.45549599999999996,0.389649,0.0003265999999999991,0.437886,Renieri,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
763,Bramasole Syrah ,4.4,Cortona,2015,297.27 ,0.523694,0.36199,0.13195,0.40043999999999996,La Braccesca,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
764,TreGrande Rosso ,3.7,Puglia,2015,75 ,0.825,0.339063,0.44776400000000005,0.129567,Tenute Quattro Conti,bold,semi smooth,sweet,soft,Puglia,East,South-east
765,Auritea Cabernet Franc ,4.5,Costa Toscana,2015,376.25 ,0.596753,0.5334920000000001,0.0261313,0.470363,Azienda Agricola Lunelli,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
766, Vites ,3.7,Piemonte,2015,65 ,0.531337,0.34041600000000005,0.196425,0.30115699999999995,Miliasso,semi bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
767,Tre ,3.8,Toscana,2015,86.40 ,0.42709899999999995,0.37385399999999996,0.023090299999999998,0.44289900000000004,Brancaia,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
768,Lucente ,4.0,Toscana,2015,292.80 ,0.48428000000000004,0.41214399999999995,0.0553101,0.43461500000000003,Luce della Vite,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
769,Vendemmia d'Artista Il Carisma ,4.5,Bolgheri Superiore,2015,1264.85 ,0.57235,0.553952,0.0,0.461736,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
770,Nectar Campofiorin ,3.7,Rosso Veronese,2015,60 ,0.60369,0.37054000000000004,0.171649,0.245231,Masi,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
771, Uno Solo ,4.5,Toscana,2015,263.18 ,0.47415599999999997,0.393278,0.15412299999999998,0.325329,Davinum,semi light,semi smooth,semi dry,semi soft,Toscana,North,North-west
772,Le Maestrelle Toscana ,3.7,Toscana,2015,109 ,0.448483,0.357352,0.0499948,0.38555300000000003,Santa Cristina,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
773,Il Tócco Merlot ,4.5,Chianti,2015,332.77 ,0.512332,0.42300400000000005,0.109403,0.37884300000000004,Colle Bereto,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
774,A Filippo Rosso ,4.5,Toscana,2015,280 ,0.483129,0.372123,0.208361,0.369696,Poderi del Paradiso,semi light,semi smooth,semi dry,semi soft,Toscana,North,North-west
775,Nuao  Montalcino ,4.5,Rosso di Montalcino,2015,660.02 ,0.5675,0.382672,0.0,0.205546,Grigeiro,semi bold,semi smooth,dry,soft,Toscana,North,North-west
776,Heritage ,4.5,Valle d'Aosta,2015,243.70 ,0.713905,0.33767600000000003,0.38079700000000005,0.262743,Lo Triolet,bold,semi smooth,semi sweet,semi soft,Valle d’Aosta,North,North-west
777,Collezione Oro Chianti Riserva ,3.6,Chianti,2015,74.50 ,0.41862499999999997,0.521927,0.0441817,0.565736,Piccini,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
778,Collezione di Famiglia Nero d'Avola Appassimento ,3.9,Terre Siciliane,2015,99 ,0.825,0.3718,0.406405,0.164983,Barone Montalto,bold,semi smooth,semi sweet,soft,Sicilia,South,South
779,Grande Corterosso Primitivo di Manduria ,3.9,Primitivo di Manduria,2015,69.95 ,0.658673,0.205643,0.390392,0.06851800000000001,Sani,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
780, e Mezzo Primitivo del Salento ,4.0,Salento,2015,124 ,0.602229,0.174222,0.41482199999999997,0.10021699999999999,Varvaglione,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
781,Barolo Bricco Rocche ,4.6,Barolo,2015,8007.20 ,0.616093,0.728074,0.0498802,0.8201990000000001,Ceretto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
782,Montebruna Barbera d'Asti ,3.8,Barbera d'Asti,2015,108.71 ,0.549003,0.21138,0.060951500000000006,0.63115,Braida,semi bold,smooth,dry,acidic,Piemonte,North,North-west
783,Nero D'Avola Terre Siciliane ,4.6,Terre Siciliane,2015,153.63 ,0.825,0.369012,0.37424399999999997,0.221919,Salvatore Tamburello,bold,semi smooth,semi sweet,semi soft,Sicilia,South,South
784,Maggiarino Vino Nobile di Montepulciano ,4.5,Vino Nobile di Montepulciano,2015,533.94 ,0.538784,0.65,0.0,0.661486,La Braccesca,semi bold,tannic,dry,acidic,Toscana,North,North-west
785,Appassimento Organico Rosso ,3.8,Abruzzo,2015,110 ,0.45567500000000005,0.363759,0.19117599999999998,0.395117,Passi-Reali,semi light,semi smooth,semi dry,semi soft,Abruzzo,East,East
786,Nobile di Montepulciano ,3.9,Vino Nobile di Montepulciano,2015,249 ,0.515387,0.551385,0.0185956,0.636771,Salcheto,semi light,semi tannic,dry,acidic,Toscana,North,North-west
787,Amore e Magia Brunello di Montalcino ,4.6,Brunello di Montalcino,2015,520 ,0.5077320000000001,0.591639,0.07628399999999999,0.646489,Podere le Ripi,semi light,semi tannic,dry,acidic,Toscana,North,North-west
788, e Mezzo Negroamaro del Salento ,3.8,Salento,2015,85 ,0.825,0.32831200000000005,0.332636,0.21270299999999998,Varvaglione,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
789,Marina Cvetic Montepulciano d'Abruzzo Riserva ,4.2,Montepulciano d'Abruzzo,2015,183.38 ,0.387735,0.417235,0.0377208,0.631856,Masciarelli,semi light,semi smooth,dry,acidic,Abruzzo,East,East
790,Lagone Toscana ,3.8,Toscana,2015,88.95 ,0.46536099999999997,0.406878,0.029995599999999997,0.422243,Aia Vecchia,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
791,La Groletta Amarone della Valpolicella ,4.2,Amarone della Valpolicella,2015,245.50 ,0.800887,0.221084,0.45889800000000003,0.217036,Corte Giara,bold,smooth,sweet,semi soft,Veneto,North,North-east
792,Donna Marzia La Passione Segreta Negroamaro ,3.9,Puglia,2015,100 ,0.741708,0.341073,0.342625,0.18125,Conti Zecca,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
793,Il Pino di Biserno ,4.3,Toscana,2015,324.67 ,0.521378,0.40323099999999995,0.140067,0.410914,Biserno,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
794,Neprica ,3.6,Puglia,2015,109 ,0.825,0.364514,0.229121,0.21399,Tormaresca,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
795,Nero d'Avola - Cabernet Sauvignon Organic ,3.7,Sicilia,2015,65 ,0.806413,0.37129199999999996,0.293861,0.194464,Raccolto,bold,semi smooth,semi sweet,soft,Sicilia,South,South
796,Valle delle Stelle ,4.0,Toscana,2015,129 ,0.452416,0.34285200000000005,0.0,0.409589,Brancatelli,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
797,Vecchie Vigne Brunello di Montalcino ,4.5,Brunello di Montalcino,2015,669.03 ,0.430882,0.579274,0.061589399999999996,0.637124,Siro Pacenti,semi light,semi tannic,dry,acidic,Toscana,North,North-west
798,Mio Silenzio Grande Edizione ,3.8,Toscana,2015,135 ,0.49384700000000004,0.32791400000000004,0.20045000000000002,0.333675,Ponte Lungo,semi light,semi smooth,semi dry,semi soft,Toscana,North,North-west
799,Ripa della Volta Amarone della Valpolicella ,4.3,Amarone della Valpolicella,2015,283.86 ,0.76926,0.291694,0.417582,0.300372,Ottella,bold,semi smooth,semi sweet,semi soft,Veneto,North,North-east
800,Pian delle Vigne Rosso di Montalcino ,3.9,Rosso di Montalcino,2015,186.91 ,0.434585,0.377052,0.051207,0.41442799999999996,Antinori,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
801,Folle Old Vines Primitivo di Manduria ,4.5,Primitivo di Manduria,2015,186.05 ,0.668396,0.191666,0.40489800000000004,0.05143439999999999,Luccarelli,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
802,Sangiovese Terre Allegre ,3.3,Puglia,2015,33.57 ,0.6219499999999999,0.336623,0.259208,0.29435,Cielo e Terra,semi bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
803,Papale Primitivo di Manduria ,4.1,Primitivo di Manduria,2015,89 ,0.635012,0.19098000000000004,0.382938,0.122834,Varvaglione,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
804,Syrah ,4.0,Toscana,2015,119 ,0.499382,0.309101,0.0,0.36611,Il Palazzo,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
805,Bottiglia Particolare ,4.6,Chianti,2015,332.83 ,0.467945,0.315317,0.08909800000000001,0.41442300000000004,Verrazzano,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
